image_path,species,role
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_553.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_238.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_465.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_24.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_35.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_50.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_186.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_355.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_331.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_204.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_631.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_176.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_495.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_199.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_548.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_255.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_263.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_565.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_258.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_581.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_75.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_143.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_52.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_230.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_508.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_482.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_493.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_49.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_563.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_95.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_97.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_289.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_540.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_506.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_442.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_640.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_51.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_202.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_93.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_275.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_477.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_543.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_150.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_561.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_298.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_254.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_583.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_383.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_579.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_248.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_547.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_237.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_64.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_510.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_557.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_408.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_89.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_418.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_13.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_195.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_312.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_315.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_499.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_135.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_253.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_647.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_446.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_416.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_194.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_616.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_585.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_498.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_602.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_381.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_107.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_614.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_56.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_592.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_533.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_491.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_291.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_574.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_259.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_375.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_174.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_595.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_438.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_5.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_43.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_167.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_329.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_285.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_193.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_87.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_603.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_243.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_225.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_467.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_131.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_517.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_82.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_636.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_367.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_18.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_339.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_479.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_537.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_441.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_161.jpeg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_336.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_505.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_514.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_8.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_257.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_425.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_523.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_189.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_458.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_555.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_334.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_188.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_2.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_480.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_314.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_153.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_507.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_451.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_80.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_68.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_598.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_245.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_29.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_271.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_79.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_221.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_341.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_395.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_370.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_358.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_470.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_99.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_476.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_461.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_72.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_303.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_169.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_19.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_94.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_532.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_437.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_600.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_290.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_213.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_594.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_430.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_12.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_487.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_371.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_615.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_406.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_344.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_534.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_351.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_335.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_353.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_33.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_7.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_145.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_488.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_41.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_100.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_525.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_434.jpeg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_147.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_309.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_550.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_520.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_203.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_45.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_489.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_34.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_301.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_492.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_212.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_485.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_249.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_66.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_412.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_513.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_613.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_484.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_109.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_564.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_622.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_205.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_365.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_296.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_512.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_474.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_556.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_286.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_162.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_410.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_327.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_528.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_219.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_284.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_486.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_59.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_155.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_88.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_55.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_171.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_384.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_26.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_269.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_146.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_567.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_133.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_92.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_509.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_586.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_10.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_229.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_625.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_542.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_443.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_84.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_192.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_322.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_9.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_71.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_473.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_265.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_560.jpg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_232.jpeg,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_220.png,Ladybug,Pollinator
/scratch/user/jmagnew/datasets/insects/Ladybug/Ladybug_42.jpg,Ladybug,Pollinator
